YYYYMM,dry.obs,normal.obs,monsoon.obs,Year,Month,region,lead_date,dry.for,normal.for,monsoon.for,lead_month
197006,26,4,0,1970,6,AZ_East,NA,NA,NA,NA,NA
197007,1,19,11,1970,7,AZ_East,NA,NA,NA,NA,NA
197008,0,13,18,1970,8,AZ_East,NA,NA,NA,NA,NA
197009,17,12,1,1970,9,AZ_East,NA,NA,NA,NA,NA
197010,28,3,0,1970,10,AZ_East,NA,NA,NA,NA,NA
197106,30,0,0,1971,6,AZ_East,NA,NA,NA,NA,NA
197107,8,15,8,1971,7,AZ_East,NA,NA,NA,NA,NA
197108,0,7,24,1971,8,AZ_East,NA,NA,NA,NA,NA
197109,19,10,1,1971,9,AZ_East,NA,NA,NA,NA,NA
197110,30,1,0,1971,10,AZ_East,NA,NA,NA,NA,NA
197206,10,16,4,1972,6,AZ_East,NA,NA,NA,NA,NA
197207,4,24,3,1972,7,AZ_East,NA,NA,NA,NA,NA
197208,2,19,10,1972,8,AZ_East,NA,NA,NA,NA,NA
197209,10,11,9,1972,9,AZ_East,NA,NA,NA,NA,NA
197210,14,10,7,1972,10,AZ_East,NA,NA,NA,NA,NA
197306,24,6,0,1973,6,AZ_East,NA,NA,NA,NA,NA
197307,5,16,10,1973,7,AZ_East,NA,NA,NA,NA,NA
197308,4,17,10,1973,8,AZ_East,NA,NA,NA,NA,NA
197309,24,6,0,1973,9,AZ_East,NA,NA,NA,NA,NA
197310,31,0,0,1973,10,AZ_East,NA,NA,NA,NA,NA
197406,30,0,0,1974,6,AZ_East,NA,NA,NA,NA,NA
197407,7,10,14,1974,7,AZ_East,NA,NA,NA,NA,NA
197408,10,15,6,1974,8,AZ_East,NA,NA,NA,NA,NA
197409,7,22,1,1974,9,AZ_East,NA,NA,NA,NA,NA
197410,15,16,0,1974,10,AZ_East,NA,NA,NA,NA,NA
197506,30,0,0,1975,6,AZ_East,NA,NA,NA,NA,NA
197507,2,12,17,1975,7,AZ_East,NA,NA,NA,NA,NA
197508,10,19,2,1975,8,AZ_East,NA,NA,NA,NA,NA
197509,10,15,5,1975,9,AZ_East,NA,NA,NA,NA,NA
197510,31,0,0,1975,10,AZ_East,NA,NA,NA,NA,NA
197606,29,1,0,1976,6,AZ_East,NA,NA,NA,NA,NA
197607,4,13,14,1976,7,AZ_East,NA,NA,NA,NA,NA
197608,5,23,3,1976,8,AZ_East,NA,NA,NA,NA,NA
197609,2,20,8,1976,9,AZ_East,NA,NA,NA,NA,NA
197610,27,4,0,1976,10,AZ_East,NA,NA,NA,NA,NA
197706,19,11,0,1977,6,AZ_East,NA,NA,NA,NA,NA
197707,2,16,13,1977,7,AZ_East,NA,NA,NA,NA,NA
197708,0,15,16,1977,8,AZ_East,NA,NA,NA,NA,NA
197709,9,16,5,1977,9,AZ_East,NA,NA,NA,NA,NA
197710,23,6,2,1977,10,AZ_East,NA,NA,NA,NA,NA
197806,27,3,0,1978,6,AZ_East,NA,NA,NA,NA,NA
197807,8,15,8,1978,7,AZ_East,NA,NA,NA,NA,NA
197808,6,19,6,1978,8,AZ_East,NA,NA,NA,NA,NA
197809,8,18,4,1978,9,AZ_East,NA,NA,NA,NA,NA
197810,26,4,1,1978,10,AZ_East,NA,NA,NA,NA,NA
197906,25,5,0,1979,6,AZ_East,197906,24,5.45,0.55,02
197906,25,5,0,1979,6,AZ_East,197906,24.85,5.05,0.1,05
197907,12,13,6,1979,7,AZ_East,197907,13.35,14.55,3.1,02
197907,12,13,6,1979,7,AZ_East,197907,12.9,14.3,3.8,05
197908,8,10,13,1979,8,AZ_East,197908,6.85,15.55,8.6,02
197908,8,10,13,1979,8,AZ_East,197908,5.65,13.35,12,05
197908,8,10,13,1979,8,AZ_East,197908,14.9,13.65,1.45,08
197909,13,17,0,1979,9,AZ_East,197909,9.35,14.6,6.05,05
197909,13,17,0,1979,9,AZ_East,197909,12.75,12.85,5.4,08
197910,30,1,0,1979,10,AZ_East,197910,24.65,5.6,0.75,05
197910,30,1,0,1979,10,AZ_East,197910,25.5,4.75,0.75,08
198006,29,1,0,1980,6,AZ_East,198006,26,4,0,02
198006,29,1,0,1980,6,AZ_East,198006,21.9,6.95,1.15,05
198007,3,16,12,1980,7,AZ_East,198007,15.5,12.1,3.4,02
198007,3,16,12,1980,7,AZ_East,198007,6.45,15.15,9.4,05
198008,4,17,10,1980,8,AZ_East,198008,6.05,14,10.95,02
198008,4,17,10,1980,8,AZ_East,198008,2.6,14,14.4,05
198008,4,17,10,1980,8,AZ_East,198008,1.85,13.05,15.1,08
198009,12,12,6,1980,9,AZ_East,198009,9.6,12.6,7.8,05
198009,12,12,6,1980,9,AZ_East,198009,12.4,13.05,5.55,08
198010,29,2,0,1980,10,AZ_East,198010,22.05,7.2,1.75,05
198010,29,2,0,1980,10,AZ_East,198010,23.85,6.05,1.1,08
198106,18,8,4,1981,6,AZ_East,198106,25.95,3.6,0.45,02
198106,18,8,4,1981,6,AZ_East,198106,25.1,4.55,0.35,05
198107,0,14,17,1981,7,AZ_East,198107,9.35,14.6,7.05,02
198107,0,14,17,1981,7,AZ_East,198107,8.4,14.45,8.15,05
198108,0,10,21,1981,8,AZ_East,198108,1.2,13.7,16.1,02
198108,0,10,21,1981,8,AZ_East,198108,2,12.5,16.5,05
198108,0,10,21,1981,8,AZ_East,198108,7.55,16.95,5.5,08
198109,5,19,6,1981,9,AZ_East,198109,4.5,13.45,12.05,05
198109,5,19,6,1981,9,AZ_East,198109,7.7,13.5,9.8,08
198110,21,9,1,1981,10,AZ_East,198110,22.85,7.25,0.9,05
198110,21,9,1,1981,10,AZ_East,198110,25.2,4.85,0.95,08
198206,28,2,0,1982,6,AZ_East,198206,25.3,3.7,1,02
198206,28,2,0,1982,6,AZ_East,198206,24.5,5,0.5,05
198207,4,16,11,1982,7,AZ_East,198207,16.9,10.85,3.25,02
198207,4,16,11,1982,7,AZ_East,198207,9.9,14.3,6.8,05
198208,0,4,27,1982,8,AZ_East,198208,5.25,15.95,9.8,02
198208,0,4,27,1982,8,AZ_East,198208,4.65,16.35,10,05
198208,0,4,27,1982,8,AZ_East,198208,7.5,15.05,7.45,08
198209,2,17,11,1982,9,AZ_East,198209,9.4,13.35,7.25,05
198209,2,17,11,1982,9,AZ_East,198209,10.35,13.5,7.15,08
198210,30,1,0,1982,10,AZ_East,198210,21.5,7.85,1.65,05
198210,30,1,0,1982,10,AZ_East,198210,22.25,7.85,0.9,08
198306,28,2,0,1983,6,AZ_East,198306,24.85,4.85,0.3,02
198306,28,2,0,1983,6,AZ_East,198306,22.1,6.8,1.1,05
198307,5,11,15,1983,7,AZ_East,198307,18.65,10,2.35,02
198307,5,11,15,1983,7,AZ_East,198307,18.9,9.4,2.7,05
198308,0,6,25,1983,8,AZ_East,198308,7.05,16.7,7.25,02
198308,0,6,25,1983,8,AZ_East,198308,8.95,16.15,5.9,05
198308,0,6,25,1983,8,AZ_East,198308,1.6,8.7,19.7,08
198309,0,12,18,1983,9,AZ_East,198309,9.6,14.15,6.25,05
198309,0,12,18,1983,9,AZ_East,198309,8.45,14.55,8,08
198310,14,13,4,1983,10,AZ_East,198310,23.7,6.35,0.95,05
198310,14,13,4,1983,10,AZ_East,198310,22.3,6.9,1.8,08
198406,15,11,4,1984,6,AZ_East,198406,26.3,3.35,0.35,02
198406,15,11,4,1984,6,AZ_East,198406,25.2,4.5,0.3,05
198407,0,3,28,1984,7,AZ_East,198407,12.65,14.45,3.9,02
198407,0,3,28,1984,7,AZ_East,198407,7.85,16.05,7.1,05
198408,0,3,28,1984,8,AZ_East,198408,2.6,13.2,15.2,02
198408,0,3,28,1984,8,AZ_East,198408,3.15,14.1,13.75,05
198408,0,3,28,1984,8,AZ_East,198408,1.75,15.9,12.35,08
198409,5,16,9,1984,9,AZ_East,198409,8.1,13.05,8.85,05
198409,5,16,9,1984,9,AZ_East,198409,6.35,14.95,9.7,08
198410,23,8,0,1984,10,AZ_East,198410,24.05,5.95,1,05
198410,23,8,0,1984,10,AZ_East,198410,23.6,6,1.4,08
198506,26,4,0,1985,6,AZ_East,198506,26.25,3.4,0.35,02
198506,26,4,0,1985,6,AZ_East,198506,24.55,4.8,0.65,05
198507,5,7,19,1985,7,AZ_East,198507,12.4,13.9,4.7,02
198507,5,7,19,1985,7,AZ_East,198507,7.5,18.1,5.4,05
198508,3,23,5,1985,8,AZ_East,198508,6.2,13.9,10.9,02
198508,3,23,5,1985,8,AZ_East,198508,3.3,17.6,10.1,05
198508,3,23,5,1985,8,AZ_East,198508,8.45,16.3,5.25,08
198509,6,21,3,1985,9,AZ_East,198509,5.9,14.15,9.95,05
198509,6,21,3,1985,9,AZ_East,198509,10.25,14.95,5.8,08
198510,21,10,0,1985,10,AZ_East,198510,21.55,8.25,1.2,05
198510,21,10,0,1985,10,AZ_East,198510,23.9,6.2,0.9,08
198606,14,14,2,1986,6,AZ_East,198606,25.15,4.65,0.2,02
198606,14,14,2,1986,6,AZ_East,198606,26,3.6,0.4,05
198607,5,10,16,1986,7,AZ_East,198607,13.9,13.25,3.85,02
198607,5,10,16,1986,7,AZ_East,198607,7.15,17.1,6.75,05
198608,0,4,27,1986,8,AZ_East,198608,4,16.05,10.95,02
198608,0,4,27,1986,8,AZ_East,198608,3.35,17.65,10,05
198608,0,4,27,1986,8,AZ_East,198608,12.2,15.5,2.3,08
198609,15,13,2,1986,9,AZ_East,198609,6.5,13.7,9.8,05
198609,15,13,2,1986,9,AZ_East,198609,8.15,16.35,6.5,08
198610,22,9,0,1986,10,AZ_East,198610,21.45,8.25,1.3,05
198610,22,9,0,1986,10,AZ_East,198610,24.05,6.65,0.3,08
198706,18,11,1,1987,6,AZ_East,198706,26.45,3.5,0.05,02
198706,18,11,1,1987,6,AZ_East,198706,25.8,3.7,0.5,05
198707,13,9,9,1987,7,AZ_East,198707,15.5,10.95,4.55,02
198707,13,9,9,1987,7,AZ_East,198707,13.9,14.35,2.75,05
198708,3,11,17,1987,8,AZ_East,198708,5.75,13,12.25,02
198708,3,11,17,1987,8,AZ_East,198708,5.3,17.45,8.25,05
198708,3,11,17,1987,8,AZ_East,198708,3.85,17.1,9.05,08
198709,15,15,0,1987,9,AZ_East,198709,5.95,13.7,10.35,05
198709,15,15,0,1987,9,AZ_East,198709,12.65,12,6.35,08
198710,22,9,0,1987,10,AZ_East,198710,21.75,7.25,2,05
198710,22,9,0,1987,10,AZ_East,198710,24.25,5.95,0.8,08
198806,15,7,8,1988,6,AZ_East,198806,24.9,4.75,0.35,02
198806,15,7,8,1988,6,AZ_East,198806,22.85,6.75,0.4,05
198807,0,24,7,1988,7,AZ_East,198807,11.05,14.45,5.5,02
198807,0,24,7,1988,7,AZ_East,198807,9.85,15.25,5.9,05
198808,0,9,22,1988,8,AZ_East,198808,3.8,12.6,14.6,02
198808,0,9,22,1988,8,AZ_East,198808,2.65,14.4,13.95,05
198808,0,9,22,1988,8,AZ_East,198808,1.4,12.05,16.55,08
198809,18,11,1,1988,9,AZ_East,198809,7.65,11.15,11.2,05
198809,18,11,1,1988,9,AZ_East,198809,9.45,12.45,9.1,08
198810,20,11,0,1988,10,AZ_East,198810,25,5.5,0.5,05
198810,20,11,0,1988,10,AZ_East,198810,26.1,4.35,0.55,08
198906,29,1,0,1989,6,AZ_East,198906,26.25,3.35,0.4,02
198906,29,1,0,1989,6,AZ_East,198906,24.1,5.5,0.4,05
198907,8,10,13,1989,7,AZ_East,198907,8.9,16.1,6,02
198907,8,10,13,1989,7,AZ_East,198907,8.15,18.15,4.7,05
198908,2,16,13,1989,8,AZ_East,198908,3.5,15.1,12.4,02
198908,2,16,13,1989,8,AZ_East,198908,2.3,20.25,8.45,05
198908,2,16,13,1989,8,AZ_East,198908,3.2,17.2,9.6,08
198909,14,16,0,1989,9,AZ_East,198909,6.3,15.05,8.65,05
198909,14,16,0,1989,9,AZ_East,198909,6.75,12.95,11.3,08
198910,25,6,0,1989,10,AZ_East,198910,20.75,8.6,1.65,05
198910,25,6,0,1989,10,AZ_East,198910,25.1,4.5,1.4,08
199006,24,4,2,1990,6,AZ_East,199006,24.7,4.7,0.6,02
199006,24,4,2,1990,6,AZ_East,199006,24.55,4.9,0.55,05
199007,0,10,21,1990,7,AZ_East,199007,12.25,12.75,6,02
199007,0,10,21,1990,7,AZ_East,199007,7.8,15.75,7.45,05
199008,3,20,8,1990,8,AZ_East,199008,2.75,15.65,12.6,02
199008,3,20,8,1990,8,AZ_East,199008,4.05,16.55,10.4,05
199008,3,20,8,1990,8,AZ_East,199008,5.4,18.75,5.85,08
199009,1,19,10,1990,9,AZ_East,199009,7.2,14.1,8.7,05
199009,1,19,10,1990,9,AZ_East,199009,7.45,15.3,8.25,08
199010,24,7,0,1990,10,AZ_East,199010,22.4,6.7,1.9,05
199010,24,7,0,1990,10,AZ_East,199010,21.55,8.1,1.35,08
199106,23,7,0,1991,6,AZ_East,199106,25.85,3.8,0.35,02
199106,23,7,0,1991,6,AZ_East,199106,24.55,5.05,0.4,05
199107,0,27,4,1991,7,AZ_East,199107,13.75,14.15,3.1,02
199107,0,27,4,1991,7,AZ_East,199107,9.5,15.75,5.75,05
199108,0,14,17,1991,8,AZ_East,199108,4.25,17.05,9.7,02
199108,0,14,17,1991,8,AZ_East,199108,5.55,15.8,9.65,05
199108,0,14,17,1991,8,AZ_East,199108,5.6,17.5,6.9,08
199109,4,19,7,1991,9,AZ_East,199109,9.65,13.5,6.85,05
199109,4,19,7,1991,9,AZ_East,199109,8.85,13.25,8.9,08
199110,29,2,0,1991,10,AZ_East,199110,23.35,6.8,0.85,05
199110,29,2,0,1991,10,AZ_East,199110,22.15,7.45,1.4,08
199206,24,6,0,1992,6,AZ_East,199206,24.75,4.75,0.5,02
199206,24,6,0,1992,6,AZ_East,199206,21.75,7.3,0.95,05
199207,5,16,10,1992,7,AZ_East,199207,16.15,11.6,3.25,02
199207,5,16,10,1992,7,AZ_East,199207,11.4,13.5,6.1,05
199208,1,10,20,1992,8,AZ_East,199208,5.65,14.9,10.45,02
199208,1,10,20,1992,8,AZ_East,199208,2.95,16.9,11.15,05
199208,1,10,20,1992,8,AZ_East,199208,3.35,17.95,8.7,08
199209,15,12,3,1992,9,AZ_East,199209,6.3,13.85,9.85,05
199209,15,12,3,1992,9,AZ_East,199209,9.6,14.8,6.6,08
199210,22,9,0,1992,10,AZ_East,199210,21.1,8.25,1.65,05
199210,22,9,0,1992,10,AZ_East,199210,21.55,7,2.45,08
199306,28,2,0,1993,6,AZ_East,199306,22.8,6.35,0.85,02
199306,28,2,0,1993,6,AZ_East,199306,21.25,7.3,1.45,05
199307,8,23,0,1993,7,AZ_East,199307,12.2,13.35,5.45,02
199307,8,23,0,1993,7,AZ_East,199307,10.55,15.2,5.25,05
199308,0,15,16,1993,8,AZ_East,199308,2.8,13.2,15,02
199308,0,15,16,1993,8,AZ_East,199308,4.35,14.5,12.15,05
199308,0,15,16,1993,8,AZ_East,199308,7.4,19.4,3.2,08
199309,18,11,1,1993,9,AZ_East,199309,6.45,13.75,9.8,05
199309,18,11,1,1993,9,AZ_East,199309,9.65,13.7,7.65,08
199310,23,8,0,1993,10,AZ_East,199310,22.55,6.85,1.6,05
199310,23,8,0,1993,10,AZ_East,199310,23.05,6.8,1.15,08
199406,24,4,2,1994,6,AZ_East,199406,25.45,4.25,0.3,02
199406,24,4,2,1994,6,AZ_East,199406,22,7.6,0.4,05
199407,15,12,4,1994,7,AZ_East,199407,8.25,17.35,5.4,02
199407,15,12,4,1994,7,AZ_East,199407,9.65,14.4,6.95,05
199408,0,15,16,1994,8,AZ_East,199408,3.75,15.95,11.3,02
199408,0,15,16,1994,8,AZ_East,199408,3,16.5,11.5,05
199408,0,15,16,1994,8,AZ_East,199408,7.5,15.8,6.7,08
199409,12,16,2,1994,9,AZ_East,199409,6.15,12.95,10.9,05
199409,12,16,2,1994,9,AZ_East,199409,11.25,13.6,6.15,08
199410,28,3,0,1994,10,AZ_East,199410,21,7.25,2.75,05
199410,28,3,0,1994,10,AZ_East,199410,25.6,4.9,0.5,08
199506,27,3,0,1995,6,AZ_East,199506,26.55,3.15,0.3,02
199506,27,3,0,1995,6,AZ_East,199506,24.15,5.6,0.25,05
199507,14,15,2,1995,7,AZ_East,199507,11.2,15.4,4.4,02
199507,14,15,2,1995,7,AZ_East,199507,13.85,12.6,4.55,05
199508,1,16,14,1995,8,AZ_East,199508,2.2,14.1,14.7,02
199508,1,16,14,1995,8,AZ_East,199508,4.2,13.15,13.65,05
199508,1,16,14,1995,8,AZ_East,199508,1.9,14.05,14.05,08
199509,9,14,7,1995,9,AZ_East,199509,4.95,11.1,13.95,05
199509,9,14,7,1995,9,AZ_East,199509,7.8,14.5,8.7,08
199510,31,0,0,1995,10,AZ_East,199510,22,7.05,1.95,05
199510,31,0,0,1995,10,AZ_East,199510,24.45,4.9,1.65,08
199606,22,8,0,1996,6,AZ_East,199606,26.55,3.25,0.2,02
199606,22,8,0,1996,6,AZ_East,199606,27.15,2.75,0.1,05
199607,0,17,14,1996,7,AZ_East,199607,11.25,14,5.75,02
199607,0,17,14,1996,7,AZ_East,199607,12.25,14.95,3.8,05
199608,3,20,8,1996,8,AZ_East,199608,2.6,13.35,15.05,02
199608,3,20,8,1996,8,AZ_East,199608,2.25,15.25,13.5,05
199608,3,20,8,1996,8,AZ_East,199608,5.15,13.85,11,08
199609,9,15,6,1996,9,AZ_East,199609,6.7,12.95,10.35,05
199609,9,15,6,1996,9,AZ_East,199609,11.1,14.45,5.45,08
199610,27,4,0,1996,10,AZ_East,199610,22.65,7,1.35,05
199610,27,4,0,1996,10,AZ_East,199610,23.4,6.75,0.85,08
199706,24,6,0,1997,6,AZ_East,199706,24.35,5.25,0.4,02
199706,24,6,0,1997,6,AZ_East,199706,25,4.55,0.45,05
199707,16,9,6,1997,7,AZ_East,199707,9.45,15,6.55,02
199707,16,9,6,1997,7,AZ_East,199707,10.9,13.6,6.5,05
199708,0,13,18,1997,8,AZ_East,199708,4.65,15.75,10.6,02
199708,0,13,18,1997,8,AZ_East,199708,5.1,14.65,11.25,05
199708,0,13,18,1997,8,AZ_East,199708,3.1,15.2,11.7,08
199709,0,9,21,1997,9,AZ_East,199709,5.95,14.05,10,05
199709,0,9,21,1997,9,AZ_East,199709,7.95,14.55,8.5,08
199710,23,7,1,1997,10,AZ_East,199710,20.4,8.55,2.05,05
199710,23,7,1,1997,10,AZ_East,199710,22,7.05,1.95,08
199806,30,0,0,1998,6,AZ_East,199806,24.7,4.95,0.35,02
199806,30,0,0,1998,6,AZ_East,199806,23.1,6.3,0.6,05
199807,3,12,16,1998,7,AZ_East,199807,11.65,11.5,7.85,02
199807,3,12,16,1998,7,AZ_East,199807,11.65,13.9,5.45,05
199808,0,18,13,1998,8,AZ_East,199808,3.05,12.25,15.7,02
199808,0,18,13,1998,8,AZ_East,199808,2.9,14.6,13.5,05
199808,0,18,13,1998,8,AZ_East,199808,1.6,17.65,10.75,08
199809,8,9,13,1998,9,AZ_East,199809,6.7,10.15,13.15,05
199809,8,9,13,1998,9,AZ_East,199809,5.35,14.75,10.9,08
199810,23,8,0,1998,10,AZ_East,199810,20.5,8.65,1.85,05
199810,23,8,0,1998,10,AZ_East,199810,21.9,7.45,1.65,08
199906,17,13,0,1999,6,AZ_East,199906,22.55,6.05,1.4,02
199906,17,13,0,1999,6,AZ_East,199906,24.15,5.55,0.3,05
199907,1,12,18,1999,7,AZ_East,199907,12.25,13.3,5.45,02
199907,1,12,18,1999,7,AZ_East,199907,8.75,15.1,7.15,05
199908,1,14,16,1999,8,AZ_East,199908,2.65,14.85,13.5,02
199908,1,14,16,1999,8,AZ_East,199908,3.35,16.1,11.55,05
199908,1,14,16,1999,8,AZ_East,199908,2.1,17.9,10,08
199909,8,18,4,1999,9,AZ_East,199909,7.9,12.75,9.35,05
199909,8,18,4,1999,9,AZ_East,199909,7.55,12.15,11.3,08
199910,31,0,0,1999,10,AZ_East,199910,23.6,6.6,0.8,05
199910,31,0,0,1999,10,AZ_East,199910,26.25,3.9,0.85,08
200006,17,13,0,2000,6,AZ_East,200006,26.8,3,0.2,02
200006,17,13,0,2000,6,AZ_East,200006,24.8,4.35,0.85,05
200007,7,23,1,2000,7,AZ_East,200007,11.1,13.65,6.25,02
200007,7,23,1,2000,7,AZ_East,200007,5.8,17.5,7.7,05
200008,0,15,16,2000,8,AZ_East,200008,4.7,15.65,10.65,02
200008,0,15,16,2000,8,AZ_East,200008,3.5,14.85,12.65,05
200008,0,15,16,2000,8,AZ_East,200008,3.6,19.7,6.7,08
200009,17,13,0,2000,9,AZ_East,200009,7.2,13.1,9.7,05
200009,17,13,0,2000,9,AZ_East,200009,12.25,13.95,4.8,08
200010,19,12,0,2000,10,AZ_East,200010,24.5,5.15,1.35,05
200010,19,12,0,2000,10,AZ_East,200010,24.45,5.2,1.35,08
200106,22,8,0,2001,6,AZ_East,200106,23.65,5.9,0.45,02
200106,22,8,0,2001,6,AZ_East,200106,25.25,3.8,0.95,05
200107,0,23,8,2001,7,AZ_East,200107,7.25,16,7.75,02
200107,0,23,8,2001,7,AZ_East,200107,7.45,15.9,7.65,05
200108,5,12,14,2001,8,AZ_East,200108,1.5,14.25,15.25,02
200108,5,12,14,2001,8,AZ_East,200108,3.9,14.55,12.55,05
200108,5,12,14,2001,8,AZ_East,200108,2.6,15.35,12.05,08
200109,18,9,3,2001,9,AZ_East,200109,6,13.6,10.4,05
200109,18,9,3,2001,9,AZ_East,200109,8.5,14.25,8.25,08
200110,25,6,0,2001,10,AZ_East,200110,22.75,6.95,1.3,05
200110,25,6,0,2001,10,AZ_East,200110,23.6,6.7,0.7,08
200206,30,0,0,2002,6,AZ_East,200206,25.1,4.6,0.3,02
200206,30,0,0,2002,6,AZ_East,200206,25.9,3.85,0.25,05
200207,4,18,9,2002,7,AZ_East,200207,12.4,13.1,5.5,02
200207,4,18,9,2002,7,AZ_East,200207,10.35,14.75,5.9,05
200208,9,21,1,2002,8,AZ_East,200208,5.95,15.35,9.7,02
200208,9,21,1,2002,8,AZ_East,200208,4.2,17.55,9.25,05
200208,9,21,1,2002,8,AZ_East,200208,4.3,19.85,5.85,08
200209,13,11,6,2002,9,AZ_East,200209,7.1,13.55,9.35,05
200209,13,11,6,2002,9,AZ_East,200209,10.85,14.85,5.3,08
200210,31,0,0,2002,10,AZ_East,200210,21.1,7.9,2,05
200210,31,0,0,2002,10,AZ_East,200210,24.3,6.25,0.45,08
200306,29,1,0,2003,6,AZ_East,200306,25.25,4.7,0.05,02
